"Present_Tmax"	"Present_Tmin"	"LDAPS_RHmin"	"LDAPS_RHmax"	"LDAPS_Tmax_lapse"	"LDAPS_Tmin_lapse"	"LDAPS_WS"	"LDAPS_LH"	"LDAPS_CC1"	"LDAPS_CC2"	"LDAPS_CC3"	"LDAPS_CC4"	"LDAPS_PPT1"	"LDAPS_PPT2"	"LDAPS_PPT3"	"LDAPS_PPT4"	"lat"	"lon"	"DEM"	"Slope"	"Solar.radiation"	"Next_Tmax"	"Next_Tmin"
30.1	23.3	74.7634964	89.55015564	27.42594224	25.41206427	10.14619199	44.28325568	0.714783212	0.713435228	0.647727368	0.44553983	0.006625386	0.529371415	0.212557626	0	37.6046	127.032	44.7624	0.5141	5650.245605	28.1	24.6
31.1	25.4	74.60831451	85.53555298	27.48765303	26.09858626	8.923170726	29.87156359	0.650244656	0.628536756	0.687873964	0.479199246	0	0	0.038296236	0	37.5102	127.042	54.6384	0.1457	5652.810547	29.3	26.1
30.1	23.7	73.22358704	88.26454926	26.86019593	25.28114482	10.83131705	18.74899745	0.722432937	0.718815094	0.654253379	0.505996287	0.002996822	0.029993828	0.035767594	0	37.5507	126.988	132.118	0.5931	5702.487793	28.7	23.7
30.7	25	73.88624573	87.54590607	27.39072721	25.85677844	10.29618339	15.68454939	0.71230882	0.67005814	0.636382017	0.504913224	0.007012949	0.015720007	0.033411784	0	37.4967	126.927	30.968	0.618	5637.367676	29.8	24.9
30.6	22.8	76.06713867	88.79016876	27.1935129	25.53216099	8.888684531	48.46266659	0.594822064	0.607327665	0.623436917	0.480073896	0.000552447	0.001703563	0.072871876	0	37.4697	126.995	82.2912	2.2579	5631.779297	28.5	24.3
30.2	22.2	77.80869293	89.35256195	26.93249606	25.46159696	8.129749437	49.79554141	0.708747973	0.799400318	0.7063011	0.474804963	0	0.137900972	0.171663434	0	37.6181	127.099	53.4712	0.697	5651.999512	29.2	24.8
31.9	25.5	77.38051605	88.33602905	27.38666743	25.74807933	7.766852975	46.28036392	0.606205513	0.599728336	0.63915406	0.473800717	0	0.003339365	0.055152503	0	37.4832	127.024	56.4448	1.2313	5640.830566	29.7	26
29.8	24.2	75.93497467	89.9002533	27.03547865	25.23505738	9.478744249	40.75131176	0.729884923	0.707853844	0.659656972	0.521153241	0.00681125	0.924415411	0.195403675	0	37.5776	126.938	75.0924	1.7678	5676.257813	28.8	25
30.5	26	78.83976746	90.79836273	27.04162075	25.56840944	9.512133857	50.75256602	0.712180707	0.677642385	0.658152626	0.513094658	0.011437141	0.272060057	0.084998793	0	37.5372	126.891	15.5876	0.1554	5631.648926	30.4	26.2
30.8	25.3	71.37594604	86.29277802	27.85905519	26.16477414	9.755858382	16.03629076	0.718536042	0.665710463	0.639857785	0.526315413	0.004453429	0.007627881	0.026405838	0	37.5237	126.97	19.5844	0.2713	5636.294434	29.9	25.7
26	23.9	76.5730896	95.31077576	28.9950491	25.0252085	9.502295732	62.99867121	0.780191117	0.935361269	0.51693302	0.662064702	5.288983742	21.62166078	0.084282289	2.788859367	37.5507	127.135	35.038	0.5055	5621.290039	26.6	23.2
28.6	25.6	83.80974579	95.41643524	27.77813594	24.49508406	9.838659465	62.8916475	0.753803764	0.911410944	0.570035169	0.700339672	10.01044644	9.736506184	0	0.072034425	37.5776	126.838	12.37	0.0985	5612.043945	29.9	24.1
28	24.9	78.56460571	93.7281723	28.56109032	24.85335272	9.709662497	68.32016079	0.733317139	0.846735792	0.48678376	0.627245098	8.129922409	16.59093259	0	2.016657432	37.4697	126.995	82.2912	2.2579	5613.794922	30.1	23.8
29.3	26.2	76.4815979	93.43127441	28.93985184	25.04153718	8.867639015	67.56585185	0.768608123	0.879982203	0.515322547	0.638057077	7.033792319	16.78693353	0	1.728671163	37.4832	127.024	56.4448	1.2313	5623.249023	31.3	24.2
27.8	25.4	93.11436462	99.39494324	26.4404208	24.04126977	15.17120111	31.65207149	0.81503729	0.949746367	0.633215166	0.647239229	9.566004196	15.34684014	0.167204384	0.815087101	37.6181	127.004	146.554	4.7296	5702.817383	29.4	23.8
29.7	26.4	80.68584442	93.9961319	28.09514681	24.90129767	9.773870329	54.7032121	0.834624706	0.872564821	0.554991644	0.708068699	10.74830751	16.44362986	0	0.471730351	37.5372	126.891	15.5876	0.1554	5614.391113	31.2	24.5
26.2	22.3	93.71872711	98.7361908	24.71477533	23.80674266	13.3839198	24.08639373	0.818817092	0.925857312	0.566394861	0.597514802	0.115703162	4.070562184	0.123219305	0.000689888	37.6046	126.991	212.335	2.785	5746.562988	23.8	22.7
29.4	24.1	89.51870728	95.05390167	26.04083961	25.08155053	10.59448137	53.72754288	0.778985802	0.9031911	0.522339687	0.547012274	0.095021504	3.2665133	0.021577134	0.002659839	37.5776	126.838	12.37	0.0985	5594.15918	26.5	24.8
30	24.2	83.85414886	93.32528687	26.83292898	25.48225099	9.333607495	36.90658907	0.766963503	0.906472047	0.541485254	0.534716878	0.009864965	4.134494804	0	0	37.5372	127.085	28.7	0.6233	5611.817383	27.3	24.7
29.9	24.5	82.83940125	91.56012726	26.73156645	25.36388131	10.82209535	34.19105944	0.713956891	0.901812334	0.521124183	0.554143017	0.034450824	2.222788825	0	0	37.4967	126.927	30.968	0.618	5602.112793	26.9	24.6
28.3	23.6	89.58097076	95.26368713	25.89847736	24.78015226	8.50704815	37.35128542	0.773578271	0.957905081	0.58823814	0.522998605	0.174743189	3.998132945	0.030433421	0	37.6181	127.099	53.4712	0.697	5616.77002	26.3	24.2
30.7	24.1	84.16170502	92.7625351	27.03255351	25.54026267	8.975370208	43.94228498	0.746243449	0.889807814	0.518120372	0.513567792	0.008073064	3.943722099	0	0	37.5102	127.086	21.9668	0.1332	5597.311523	27.3	24.5
29.7	24.7	85.50297546	92.70870209	26.6343592	25.33370647	10.32909228	46.59467077	0.726261986	0.915026724	0.521778983	0.550141348	0.035359674	2.976685689	0.008220059	0	37.5372	126.891	15.5876	0.1554	5596.52002	26.9	24.9
29.8	24.5	83.80806732	91.94009399	26.82271463	25.41935161	10.45521482	39.25974874	0.716025968	0.912356354	0.51924143	0.556806505	0.037000354	2.697854315	0.000595054	0	37.5237	126.909	17.2956	0.2223	5594.527344	27	24.9
29.9	24.3	80.85618591	91.10723877	27.02837046	25.62167113	9.987760286	34.11520604	0.726177441	0.881093642	0.549541026	0.565535849	0.017090717	2.250008382	0	0	37.5237	126.97	19.5844	0.2713	5601.305664	26.9	24.8
23.7	22.8	72.34819031	99.46170044	26.10400991	21.99994395	15.61014056	68.7544243	0.746191582	0.480966362	0.140291777	0.279046413	2.739077278	0.161582741	0	0	37.6046	126.991	212.335	2.785	5728.64502	25.7	20.1
26.6	24.5	56.75931931	94.22505188	28.84404655	23.88354625	12.49821063	33.77615778	0.707091687	0.493056188	0.108607865	0.153172821	1.695931047	0.137882451	0	0	37.5776	127.058	33.3068	0.2661	5591.194824	27.8	23.4
26.7	25	71.49243927	99.32175446	28.1177747	22.72169047	11.00261998	80.53803631	0.687377777	0.432729655	0.056110114	0.160861512	4.580027269	0.159512944	0	0	37.645	127.022	45.716	2.5348	5583.532715	29.1	23.9
27.5	23.8	60.57589722	95.57217407	28.21009719	23.65226684	12.2102199	112.9229309	0.657499468	0.445214116	0.103991398	0.203014437	1.418262586	1.078770002	0	0	37.5507	127.135	35.038	0.5055	5584.763184	28.9	23.8
25.7	24.4	62.37844086	94.82735443	27.83750825	23.77913611	12.3402071	43.13170898	0.741840439	0.496266091	0.093577861	0.246262835	1.358167763	0.07316116	0	0	37.5507	126.937	30.0464	0.8552	5596.511719	28.7	22.8
26.2	24.7	75.97396851	99.96416473	26.58357976	21.91673189	16.476602	63.20293816	0.728956819	0.453308707	0.089133526	0.22949482	3.411111556	0.217066061	0	0	37.6181	127.004	146.554	4.7296	5667.54541	28.3	22.7
25	20.5	62.97404861	95.61079407	26.84568806	21.43428019	9.610958477	78.3179771	0.259830888	0.196463536	0.032211845	0.14528721	0	0	0	0	37.6046	126.991	212.335	2.785	5710.657227	27.7	20.1
27.1	23.6	43.84685135	84.42510223	30.38555693	23.50121259	8.525912364	12.66282728	0.252255585	0.185309185	0.017746878	0.089722612	0	0	0	0	37.5776	127.058	33.3068	0.2661	5572.717285	31	22.8
28.6	24.5	53.89734268	91.29296112	29.03519312	22.7382384	8.082504511	139.5036685	0.227661746	0.169447881	0.013076861	0.08980322	0	0	0	0	37.5507	127.135	35.038	0.5055	5566.146973	31.2	23.2
27.9	23.3	56.83401489	88.9342041	28.98312	23.12965187	8.07699585	12.68727616	0.284023222	0.22945921	0.071304358	0.184177193	0	0	0	0	37.4967	126.927	30.968	0.618	5564.984375	30.3	22.5
27.5	22.3	61.14771652	89.16993713	27.95836842	22.83619535	7.442955673	39.23675553	0.298006581	0.26642852	0.056519233	0.190197753	0	0	0	0	37.5776	126.938	75.0924	1.7678	5604.878906	30.2	22.1
26.6	23.6	43.85498047	86.02246857	30.41905418	23.41834114	8.511707743	13.70949658	0.274139524	0.192813569	0.027045105	0.101404132	0	0	0	0	37.5507	127.04	26.298	0.5721	5568.829102	30.2	22.6
30.8	23.4	57.56429291	96.96096802	30.36309158	22.32299819	5.497022822	85.10120808	0.083236047	0.135326545	0.044959972	0.068018646	0	0	0	0	37.645	127.022	45.716	2.5348	5545.169922	32.1	23.3
28.9	22.1	56.23986435	94.18634033	28.90706275	23.01562371	6.782315085	67.36652319	0.158687323	0.110498971	0.034246077	0.00985908	0	0	0	0	37.4562	126.955	208.507	5.1782	5549.060059	31.1	22.6
30.9	23.4	43.08385086	89.86297607	32.05658535	25.02991069	7.065850576	61.44497641	0.170567389	0.192555077	0.061718673	0.008100193	0	0	0	0	37.5372	127.085	28.7	0.6233	5555.624512	32.2	24.7
30.8	23.4	43.42567825	89.06378937	32.14681247	24.45369665	6.743516992	32.59350852	0.16152941	0.148300123	0.116263089	0.015868415	0	0	0	0	37.5776	127.083	59.8324	2.6865	5544.030273	32.3	24.2
29.2	22.3	48.26812363	91.67184448	30.98556991	24.70179783	6.557587614	30.96006862	0.171514803	0.159309289	0.016551891	0.031336451	0	0	0	0	37.5507	126.937	30.0464	0.8552	5558.664551	30.5	22.5
30.4	22.9	54.33110428	95.46672058	30.66551478	22.7150219	5.238058875	123.9848069	0.09220837	0.15260284	0.169643275	0.021819328	0	0	0	0	37.6181	127.099	53.4712	0.697	5559.888184	31.9	20.9
30.1	22.6	43.41015625	84.88225555	32.20738147	25.11839853	6.937747945	14.25859641	0.222794907	0.161675904	0.033378098	0.014300368	0	0	0	0	37.5507	127.04	26.298	0.5721	5549.185059	31.3	23.8
30.5	23.7	49.90924072	88.57248688	29.37995986	22.99872072	5.556407501	40.97151206	0.07036849	0.1336991	0.264045485	0.340444543	0	0	0	0	37.4697	126.91	52.518	1.5629	5526.942383	30.5	22.7
32.1	24.5	53.18386459	81.2800827	29.99627816	23.63018112	4.977764487	96.01765712	0.085909998	0.064916447	0.295736108	0.317368119	0	0	0	0	37.4832	127.024	56.4448	1.2313	5526.574707	32.2	23.4
30.8	22.1	43.22035217	81.43943787	30.57897645	24.19409421	5.791746279	43.32087545	0.081837715	0.080825617	0.19048052	0.329118381	0	0	0	0	37.5776	126.938	75.0924	1.7678	5565.212402	31.4	20.9
30.8	22.8	50.43780136	88.04019928	29.7457471	22.46954966	6.554320912	87.43743439	0.046493634	0.078370908	0.143481999	0.270597741	0	0	0	0	37.6181	127.004	146.554	4.7296	5610.561035	31.4	22.1
30.1	22.7	79.8385849	95.7351532	27.55420962	24.44198617	8.296048582	84.95064195	0.869007491	0.700045826	0.691920521	0.760765615	1.423999547	0.986404434	0	0.464468125	37.5776	126.838	12.37	0.0985	5496.132813	27	23.6
30.1	21.7	77.8117981	95.92107391	27.57409569	23.67576952	8.484401782	57.79966392	0.895528432	0.703376502	0.684419365	0.778526658	1.901497737	1.092041981	0	0.227830357	37.4967	126.826	50.9312	0.4125	5525.123047	26.4	23.1
31.6	23.5	75.69426727	93.12110901	28.11389783	23.58886774	7.013599197	61.73835627	0.92421102	0.716738977	0.602514043	0.822877067	2.385845701	2.344901486	0	0.078898909	37.4832	127.024	56.4448	1.2313	5505.307129	27.2	23.5
31.3	23.6	70.62319183	91.98807526	28.87629137	24.52839587	7.859602769	52.18790257	0.914488034	0.741844632	0.599457478	0.813125951	2.891024113	2.344581947	0	0.187751905	37.5237	126.97	19.5844	0.2713	5503.729492	27.2	23.8
24	21.3	69.28404999	99.75055695	29.16094552	23.53906045	10.51794873	68.49738689	0.59303441	0.250715102	0.125887781	0.062168573	6.32387848	0.018508268	0	0	37.6046	126.991	212.335	2.785	5630.507813	26.8	21.5
26.2	23.3	55.48579407	96.60059357	31.61717843	24.83593532	8.62714082	26.99600244	0.509538723	0.234688539	0.07915221	0.101301555	4.334194154	0	0	0	37.5776	127.058	33.3068	0.2661	5490.469727	30.4	24.5
26.1	22.1	61.50033951	98.72888184	29.06738603	23.41672264	9.486458699	62.47082376	0.583530435	0.307715682	0.126342247	0.056116278	4.525909416	0.004142963	0	0	37.4562	126.955	208.507	5.1782	5480.276367	27.9	22.6
27.5	24.1	60.66346359	97.30918121	30.39432207	24.62422954	8.542524576	47.77809525	0.623688658	0.249073718	0.06685561	0.065355952	3.409554418	0	0	0	37.5237	126.909	17.2956	0.2223	5474.605957	29.6	24.5
30.6	25	49.43199921	91.20652008	31.93129246	24.83780569	6.000416368	58.20306661	0.262804403	0.393131619	0.493161613	0.642318949	0	0	0.064076209	0.138724608	37.6046	127.032	44.7624	0.5141	5473.931152	30.3	22.6
29.5	25.7	46.68047333	88.17895508	32.01814767	24.63833152	6.034439087	48.9657402	0.294020103	0.334599052	0.463334598	0.60335133	0	0	0.017157741	0.061149352	37.5102	127.042	54.6384	0.1457	5475.100098	31.9	24.1
27.6	24.8	51.77956772	88.61591339	31.57505301	24.36091014	5.741267145	43.53796717	0.373461544	0.367963696	0.531761263	0.565235252	0	0	0.034534661	0.033946307	37.4697	126.91	52.518	1.5629	5461.428711	30.9	23.8
28.7	24.3	58.72563171	91.61141205	30.57417244	23.91591951	5.412970424	75.66772668	0.360843801	0.363513496	0.536261115	0.582600892	0	0	0.13043609	0.077902337	37.4967	126.826	50.9312	0.4125	5481.52002	30.4	22.8
29	23.8	44.739048	90.5842514	31.89447885	24.33826578	6.696544101	37.71372263	0.331391287	0.331380823	0.458421434	0.620946637	0	0	0.033660455	0.110792217	37.5507	126.988	132.118	0.5931	5524.085938	30.5	22
30.6	25.4	46.501297	89.22013855	32.26913657	24.84106715	6.099485715	37.124282	0.312638988	0.35138902	0.498418026	0.631022962	0	0	0.020707807	0.080427517	37.5776	127.083	59.8324	2.6865	5457.776367	30.2	24.2
28.5	24.5	46.11571121	85.73849487	32.46986037	24.78776717	6.072074622	25.04460607	0.342774863	0.340340564	0.530799126	0.58070782	0	0	0.043595554	0.063529701	37.4967	126.927	30.968	0.618	5459.974609	30.9	23
28.7	24.4	46.3152771	88.66130066	32.51787189	25.01423241	6.050776501	42.3363806	0.362495864	0.33889362	0.502781805	0.620410941	0	0	0.057887459	0.126248116	37.5507	126.937	30.0464	0.8552	5474.61377	29.9	23.1
28.5	23.8	53.23643875	90.69042969	31.13215806	23.89745323	5.381147554	76.32332532	0.293308543	0.279920292	0.448454461	0.505306244	0	0	0.020959298	0.032762858	37.4697	126.995	82.2912	2.2579	5447.843262	30.1	21.2
30.9	25.1	56.88330078	93.39741516	30.86871418	24.12980454	5.326634338	98.34132775	0.291933363	0.403257209	0.502308865	0.653357746	0	0	0.040343917	0.115400868	37.6181	127.099	53.4712	0.697	5474.735352	30.4	22.4
26.5	21.1	59.20687866	99.00197601	28.18316031	23.24118757	9.303979297	95.55895893	0.676639688	0.281054939	0.12987341	0.0238909	2.141087588	7.35e-05	0	0	37.6046	126.991	212.335	2.785	5586.851563	26.9	22.1
30.3	24.3	58.00766754	98.25296021	29.54908609	24.52157481	7.210749795	100.9821513	0.659976827	0.243416954	0.055735901	0.030971141	2.128357089	0	0	0	37.645	127.022	45.716	2.5348	5437.578125	30	24.5
29.6	23.7	58.06332397	95.67897797	29.61767164	24.66414847	7.315073252	132.9484053	0.765253272	0.291734594	0.171574894	0.080179289	2.640336975	0	0	0	37.5507	127.135	35.038	0.5055	5438.163574	30.8	24.4
29.8	23.2	55.61965561	95.97442627	29.7961884	25.24085801	7.785371045	48.45807823	0.712955205	0.343571227	0.155822723	0.052496237	2.834082189	0	0	0	37.5507	126.937	30.0464	0.8552	5452.110352	29.7	23.9
29.1	21.2	61.07830811	96.41587067	29.03740261	24.2538438	7.63356787	107.2130296	0.627902079	0.274151848	0.139604198	0.017133798	2.963162416	0	0	0	37.4697	126.995	82.2912	2.2579	5424.245117	29	22.7
30.9	24	61.10827255	94.21561432	29.44808371	24.5473923	7.18774277	107.7246964	0.693021695	0.278770263	0.171328882	0.051140172	2.75827026	0	0	0	37.4832	127.024	56.4448	1.2313	5437.720703	31.3	24.6
29.2	22.7	56.45640564	96.55020142	29.36677477	24.89054835	7.649912258	59.3194201	0.716871838	0.337332003	0.149881473	0.059752332	2.827738625	0	0	0	37.5776	126.938	75.0924	1.7678	5478.664551	29.5	23.3
31.4	24.1	52.4114151	93.95687103	30.29735833	25.50097696	7.719717443	40.64733454	0.684453773	0.341784535	0.21127723	0.046491796	2.467147713	0	0	0	37.5237	126.97	19.5844	0.2713	5437.53418	29.9	24.7
25.9	22.1	53.16672897	88.19962311	30.3619316	22.59845449	5.240043292	75.98721131	0.145537205	0.061348351	0.230125666	0.121999559	0	0	0	0	37.6046	126.991	212.335	2.785	5564.09082	30.3	21.7
29.4	24	49.00075531	89.78382874	32.30343998	24.32508426	4.805276404	53.91361489	0.183923835	0.113744491	0.23317513	0.101876254	0	0	0	0	37.6046	127.032	44.7624	0.5141	5427.936523	32.5	23
29.8	24.6	43.9977417	86.22172546	33.06501015	24.79076474	4.817609111	12.82045334	0.236477711	0.15749258	0.219181135	0.081821709	0	0	0	0	37.5776	127.058	33.3068	0.2661	5422.421387	32.5	24.6
29.2	24.7	54.52617645	96.60336304	31.41389594	23.11009197	5.115470072	81.72366589	0.127202664	0.139100447	0.173434481	0.032216393	0	0	0	0	37.645	127.022	45.716	2.5348	5414.195313	33.4	24.5
30	24.4	57.11660767	92.49569702	30.78440666	24.42125786	4.087336739	111.9401264	0.180526964	0.14073223	0.113066549	0.008819821	0	0	0	0	37.5507	127.135	35.038	0.5055	5414.678711	32.1	24.6
28.5	24.9	48.43492889	84.35399628	32.16959444	24.75732071	4.311960826	45.73704733	0.24840768	0.160022286	0.241524483	0.062582763	0	0	0	0	37.4697	126.91	52.518	1.5629	5414.691895	33.1	24.4
30	24.8	49.45397949	84.7481842	32.2911128	25.17947779	4.42566962	52.72104867	0.199916138	0.134990065	0.085829064	0.043738975	0	0	0	0	37.5372	127.085	28.7	0.6233	5425.785156	33.5	24.7
28.7	24.2	46.32411957	80.13318634	32.52402879	25.52497693	4.945849756	28.11801191	0.253203152	0.1629476	0.208004966	0.072705364	0	0	0	0	37.5507	126.937	30.0464	0.8552	5428.960938	32.3	23.8
29	24.6	44.92733383	82.83864594	32.97883239	25.3828659	4.848825485	13.61663771	0.21693299	0.152088092	0.195535521	0.080003365	0	0	0	0	37.5507	127.04	26.298	0.5721	5418.70459	32.4	24.3
29.7	21.8	77.83078003	93.96470642	27.23442951	23.8458128	7.67355751	51.10714177	0.491418167	0.731355674	0.481545222	0.182708661	0	2.822997068	0.412657525	0	37.6046	126.991	212.335	2.785	5540.737793	26.8	22.3
31.5	24.8	81.61248779	91.02488709	28.15496911	25.18188482	6.042069395	53.35339669	0.339956431	0.718686272	0.510167059	0.291739069	0	1.417509185	0.016441017	0	37.5507	127.135	35.038	0.5055	5390.597168	29.7	24.6
31.9	24.7	68.40496826	88.47769928	29.72405248	26.09072969	5.880589704	46.38964613	0.459504251	0.809166467	0.462341769	0.24167883	0	1.676712837	0.069050986	0	37.5102	127.042	54.6384	0.1457	5404.668457	29.5	25.6
32.6	24.6	77.68992615	90.73467255	29.05371951	25.89186347	6.328357667	82.68562778	0.481514442	0.729072764	0.325391244	0.17049999	0	3.667620897	0.048659851	0	37.5776	126.838	12.37	0.0985	5382.273438	29.6	25.4
32.2	24.5	64.0449295	89.56076813	29.77442021	26.45094316	6.15738525	50.05781734	0.551322036	0.81957763	0.317125187	0.227900937	0	1.229180274	0.365232825	0	37.4697	126.91	52.518	1.5629	5390.396484	30.5	26
32.9	24.9	70.05256653	87.10996246	29.69385326	26.00521914	5.409143885	43.1646324	0.393727453	0.757439134	0.493950926	0.267650176	0	1.84643933	0.034687964	0	37.5372	127.085	28.7	0.6233	5402.019531	29.9	25.3
30.6	22.5	64.30413818	88.32988739	29.45533514	25.36845885	6.792871813	37.27849986	0.488956315	0.781925346	0.433237158	0.199132048	0	1.922551552	0.039871804	0	37.5507	126.988	132.118	0.5931	5453.363281	28.8	23.2
32.2	24.1	63.0717659	87.73417664	30.40374165	26.44496662	6.623127759	40.38882323	0.53582101	0.802127496	0.345388201	0.226932589	0	1.936664587	0.150287618	0	37.4967	126.927	30.968	0.618	5389.664551	30.3	24.4
31.9	23.9	61.39287949	86.38077545	30.05258928	26.22727643	7.107668062	49.33639157	0.484075532	0.716859162	0.453487409	0.244686945	0	2.209257192	0.126737763	0	37.5507	126.937	30.0464	0.8552	5405.21875	29.2	24.5
31.3	22.5	72.88134766	91.37398529	29.38814374	25.42251063	5.401961207	48.57701981	0.532497432	0.843185025	0.373716413	0.193273528	0	0.747319613	0.100742269	0	37.4697	126.995	82.2912	2.2579	5375.120117	29	24.8
31.2	23.5	80.61481476	94.0585556	28.01247111	24.24928331	5.252256155	39.26648942	0.409817211	0.734799131	0.589588952	0.258061589	0	2.954262465	0.006336712	0	37.6181	127.099	53.4712	0.697	5404.463867	29	23.5
30.9	23.6	65.70484161	88.24476624	29.30126229	25.57355541	7.172629734	52.22954287	0.486914514	0.722516196	0.462936419	0.228599446	0	2.910796215	0.618384805	0	37.5776	126.938	75.0924	1.7678	5431.715332	29.3	24
32	24.3	65.56842041	87.97542572	30.19235832	26.06320068	5.760548125	34.97450592	0.473848275	0.836033391	0.465852723	0.232148222	0	2.033675134	0.057691224	0	37.5507	127.04	26.298	0.5721	5394.827637	29.1	24.9
32.7	24.6	72.93296051	87.48764801	29.47220776	26.18103474	5.455460846	56.38170306	0.394062677	0.752900962	0.482852036	0.279110117	0	1.044672127	0.021181286	0	37.5102	127.086	21.9668	0.1332	5385.040527	30	25.3
29.1	25	72.86165619	92.12322998	29.69820088	25.98268097	8.31276532	80.51221196	0.387050681	0.326666529	0.350098494	0.196024304	0.002767299	0	0.025866811	0	37.5507	127.135	35.038	0.5055	5365.934082	32.1	25.2
30	24.5	62.46095276	89.24684143	29.4783297	26.93759794	8.598259131	13.69682082	0.384158408	0.343581864	0.411412603	0.226843545	0	0	0	0	37.4967	126.927	30.968	0.618	5365.032715	32.7	26.3
28.4	24.2	69.02177429	89.44989014	29.01958806	26.64854947	8.263515105	35.9364746	0.471468501	0.322900472	0.384340672	0.258569778	0.535152038	0	0	0	37.5776	126.938	75.0924	1.7678	5407.366699	32.5	25.9
29.2	24.3	75.62570953	96.75627136	28.14266179	25.17397826	12.03771502	46.02870104	0.426862744	0.289875488	0.313176835	0.169295646	0.125790248	0	0	0	37.6181	127.004	146.554	4.7296	5455.522949	32.4	25.7
30.1	26.1	72.20320129	91.52806854	28.83638806	26.8214645	8.032276144	55.59412432	0.425797366	0.324989815	0.385137814	0.241380211	0	0	0	0	37.5372	126.891	15.5876	0.1554	5360.226563	33.3	26.8
28.9	23.8	66.10877991	95.94629669	30.43731671	23.93457064	8.431346993	72.51494487	0.461566026	0.437859338	0.090523978	0.132841976	0.046302383	0	0	0	37.6046	126.991	212.335	2.785	5492.255371	28.9	23.2
31.4	26	57.89876556	93.90919495	32.56688871	25.53192166	6.462242693	51.30470308	0.556320717	0.489596032	0.043259276	0.026272415	0.045744255	0	0	0	37.6046	127.032	44.7624	0.5141	5354.40332	31.8	24.4
32.3	27.1	53.54109192	92.15006256	32.75061918	25.96567159	6.697253734	57.68178399	0.528405089	0.530412243	0.060143544	0.13542572	0.311122047	0	0	0	37.5102	127.042	54.6384	0.1457	5354.693848	32.5	26.3
32.1	25.8	65.64736176	94.35158539	30.41884341	25.15642887	6.980245729	97.01975091	0.451246498	0.364787417	0.049197513	0.15283793	0.086702558	0.005918027	0	0	37.4967	126.826	50.9312	0.4125	5361.977051	32.6	25.5
31	26	62.40201569	95.08435059	30.39146358	24.29771748	7.22153755	69.37043556	0.443752244	0.446022439	0.10929539	0.139932282	0.307738452	0.006007604	0	0	37.4562	126.955	208.507	5.1782	5325.425781	30.8	25.3
32	26.4	52.15387344	91.51092529	33.18811451	26.00065384	6.586997787	62.35106532	0.589845697	0.455541093	0.065520363	0.115704005	0.303469577	0	0	0	37.5372	127.085	28.7	0.6233	5352.710938	33.3	25.8
31.7	24.9	60.4310379	95.47879791	32.14048224	24.92589354	6.309525599	116.1558161	0.503065338	0.407027115	0.110024791	0.003746232	0.060321296	0	0	0	37.6181	127.099	53.4712	0.697	5354.600098	32	24.2
31.8	26.4	52.17857742	90.92282104	33.28558109	26.08700935	6.943310102	22.21408041	0.550914445	0.525667491	0.06176728	0.095527155	0.099017585	0	0	0	37.5507	127.04	26.298	0.5721	5345.291992	31.7	25.8
33.1	26.9	56.30646896	92.22491455	32.67520208	25.94381052	6.54146257	89.43204387	0.518785079	0.483850414	0.059066902	0.089219777	0.255786127	0	0	0	37.5102	127.086	21.9668	0.1332	5335.196289	33.5	25.9
28.1	23.3	73.93598938	95.33079529	29.33454073	25.17156952	8.744257718	48.35363067	0.18225871	0.262002442	0.255488049	0.235031638	0	0	0.015743618	0	37.6046	126.991	212.335	2.785	5467.114258	27.7	23.1
32.1	25.7	74.59498596	95.56842041	30.85983903	25.332329	6.099028885	80.24981847	0.1136321	0.131550481	0.174857296	0.125214543	0	0	0.284420351	0	37.645	127.022	45.716	2.5348	5314.910156	30.7	25.9
31.8	26.8	72.96286011	90.40496826	30.67262692	26.56401631	7.202842295	41.92572248	0.199780708	0.238222969	0.301652003	0.156730506	0	0	0.119272058	0	37.4697	126.91	52.518	1.5629	5313.911621	30.9	25.8
32.2	25.7	73.9056778	93.49152374	30.19820568	25.91345108	6.912559827	70.00049867	0.194893509	0.25639803	0.276561044	0.141500899	0	0	0.13402876	0	37.4967	126.826	50.9312	0.4125	5336.263184	31.2	25.5
31.6	25.9	67.07772827	87.7026825	31.28798855	27.01443154	7.293219636	34.74172032	0.197143845	0.258589581	0.245387928	0.190219538	0	0	0.175117095	0	37.5507	126.937	30.0464	0.8552	5330.428223	30.5	25.3
30.9	24.4	73.9105072	89.02649689	30.36183661	26.41266775	6.51788796	75.45022239	0.146983707	0.244754635	0.218696657	0.125444449	0	0	0.101175676	0	37.4697	126.995	82.2912	2.2579	5296.883301	30.2	23.9
32.4	26.1	71.75197601	90.74194336	30.64027384	26.36566715	6.563182463	79.035273	0.173305015	0.261749596	0.199190104	0.116955043	0	0	0.072583474	0	37.4832	127.024	56.4448	1.2313	5312.851563	32.6	26
31.2	25.4	68.95304871	88.85647583	30.82677934	26.63450669	7.125348051	34.37133928	0.198142477	0.257638474	0.248930698	0.216209761	0	0	0.052412152	0	37.5776	126.938	75.0924	1.7678	5356.83252	30	24.8
30	26.9	87.57794952	98.39765167	29.57002455	24.44964132	5.998320689	47.25948393	0.220667412	0.359002018	0.446601525	0.069640069	0	0.234043153	0.082430296	0	37.645	127.022	45.716	2.5348	5288.587402	28.1	23.3
